campaign_type,platform,region,device,age_group,season,campaign_date,budget,impressions,clicks,likes,shares,comments,leads,conversions,customer_rating,revenue,spend,profit,roi,bounce_rate,session_duration_sec
email,x,west,desktop,35-44,festive,2023-08-22,548999.0,8443237,270920,437745,100623,43365,46962,5585,4.6,51998693.59,509715.08,51488978.510000005,10101.52,50.04,374.0
influencer,instagram,north,tablet,25-34,festive,2023-08-06,40147.0,348371,9084,9919,2172,321,857,58,3.7,89612.86,37435.03,52177.83,139.38,35.87,57.0
social media,facebook,central,mobile,45-54,winter,2024-11-29,20156.0,142999,4573,7042,967,571,302,93,4.7,269991.62,16855.02,253136.6,1501.85,72.32,154.0
social media,google ads,central,desktop,45-54,festive,2024-12-20,73079.0,1656050,47124,35802,5596,1131,13807,3108,4.6,14235209.19,70040.56,14165168.63,20224.24,26.72,246.0
social media,facebook,east,mobile,25-34,festive,2024-07-29,189360.0,4498963,127516,188504,19257,11256,31848,2388,3.9,16914078.42,158081.48,16755996.94,10599.6,53.98,69.0
search,x,north,mobile,55+,summer,2025-09-14,25855.0,338731,7807,5897,610,258,472,113,3.8,447964.08,25486.74,422477.34,1657.64,68.82,66.0
influencer,x,south,mobile,45-54,festive,2025-01-29,66730.0,896013,28793,31353,2079,3047,5326,389,3.6,2452706.48,65944.74,2386761.74,3619.34,73.26,121.0
influencer,google ads,north,tablet,25-34,festive,2023-10-24,127964.0,1617870,18078,26481,5833,1599,3741,859,3.6,14384713.47,131694.49,14253018.98,10822.79,29.98,82.0
influencer,youtube,north,mobile,55+,monsoon,2024-12-20,148195.0,1348137,34845,57696,8121,7063,1895,403,3.9,352988.28,138944.32,214043.96,154.05,63.35,208.0
social media,linkedin,north,tablet,18-24,winter,2025-11-28,78285.0,1180549,2361,2875,243,356,602,41,3.9,193100.61,78783.24,114317.36999999998,145.1,50.04,76.0
search,instagram,south,mobile,18-24,summer,2024-08-29,38124.0,291915,8920,4800,277,479,1653,453,3.5,3024271.9,35464.19,2988807.71,8427.68,75.75,462.0
influencer,linkedin,west,tablet,35-44,festive,2023-03-01,25398.0,380060,8464,6615,732,437,2130,465,3.8,6663314.82,20374.65,6642940.17,32603.95,64.62,215.0
affiliate,linkedin,central,tablet,45-54,summer,2024-12-16,59362.0,1020952,26429,42463,7330,3433,2864,549,4.0,3903963.34,65082.59,3838880.75,5898.48,36.48,282.0
social media,x,south,tablet,18-24,summer,2025-01-26,144876.0,1025094,35571,54202,11474,1884,1248,322,4.9,3046798.09,128194.38,2918603.71,2276.7,77.1,178.0
email,facebook,west,mobile,25-34,monsoon,2023-01-19,31078.0,451721,15224,17623,1689,1694,1753,478,3.1,4387373.28,33348.18,4354025.100000001,13056.26,56.61,111.0
affiliate,x,west,tablet,55+,monsoon,2025-06-30,37115.0,247279,13504,11822,1700,1455,2322,220,4.8,1949404.6,31279.58,1918125.02,6132.2,60.57,163.0
affiliate,x,east,mobile,35-44,monsoon,2024-08-04,48820.0,232875,10329,5316,739,257,1629,260,3.8,1999166.04,42058.92,1957107.12,4653.25,71.03,128.0
search,x,west,desktop,45-54,festive,2023-09-04,46739.0,1125133,29701,14612,3082,1262,817,116,4.4,113562.48,42264.17,71298.31,168.7,68.0,152.0
email,linkedin,central,tablet,25-34,monsoon,2023-11-09,23262.0,220566,7927,4311,1007,436,1585,223,3.6,1619076.95,20528.01,1598548.94,7787.16,69.2,132.0
search,youtube,north,desktop,35-44,winter,2025-05-24,35654.0,326160,9212,10285,904,740,982,268,3.6,1852301.03,36827.16,1815473.87,4929.71,50.32,68.0
affiliate,linkedin,south,tablet,55+,summer,2025-12-11,117566.0,1986419,71226,78906,12980,10276,14755,1220,3.8,1347851.74,105033.43,1242818.31,1183.26,27.83,92.0
social media,facebook,south,desktop,18-24,winter,2023-07-09,38444.0,488555,26904,14600,3638,709,3177,533,4.0,1011740.91,37106.66,974634.25,2626.57,56.71,233.0
social media,youtube,south,mobile,45-54,festive,2025-11-23,74611.0,720253,22731,26170,5151,1658,2134,374,3.0,5348471.76,77542.76,5270929.0,6797.45,79.01,174.0
social media,youtube,west,tablet,55+,winter,2023-02-27,220103.0,2852319,82868,82551,13323,7518,3575,581,4.5,3920313.77,187894.42,3732419.35,1986.45,72.8,74.0
social media,facebook,south,tablet,25-34,summer,2024-04-20,7860.0,48271,1567,830,175,52,336,128,3.6,848355.28,8000.3,840354.98,10504.04,62.64,265.0
social media,linkedin,central,tablet,18-24,monsoon,2025-06-13,131325.0,1608124,28490,17964,3290,1114,5791,298,3.8,2380924.1,131820.14,2249103.96,1706.19,40.5,433.0
affiliate,x,north,tablet,25-34,winter,2025-07-06,53525.0,633430,13953,8415,1866,460,904,210,4.0,229498.04,56885.45,172612.59000000003,303.44,25.01,177.0
search,facebook,south,desktop,25-34,summer,2024-01-13,94307.0,1585135,38142,60297,4306,3848,9811,2166,4.7,8557264.67,87347.95,8469916.72,9696.76,53.62,104.0
influencer,youtube,east,desktop,55+,festive,2025-10-31,96540.0,2638246,74077,119975,22874,11417,28756,9287,4.7,90002641.39,95919.21,89906722.18,93731.72,68.11,63.0
email,google ads,central,desktop,35-44,summer,2024-11-28,212319.0,3648867,82639,103734,6049,13611,30084,5584,4.0,27174168.05,176297.66,26997870.39,15313.8,26.61,65.0
affiliate,linkedin,east,tablet,35-44,monsoon,2024-06-28,290185.0,2333709,64211,107016,21378,8184,4754,1326,3.9,7202200.44,292121.55,6910078.890000001,2365.48,54.17,118.0
influencer,instagram,west,tablet,45-54,winter,2025-07-23,27105.0,238621,5600,7471,1058,996,701,205,4.0,1178807.44,29175.94,1149631.5,3940.34,66.52,398.0
affiliate,linkedin,south,desktop,18-24,monsoon,2024-04-08,36968.0,275330,8839,4931,1047,623,1064,233,4.6,2096406.47,39667.09,2056739.38,5185.0,54.88,356.0
influencer,youtube,central,tablet,55+,summer,2025-03-08,29293.0,474216,7104,4573,237,449,1930,216,4.8,1128605.86,27163.7,1101442.16,4054.83,20.95,131.0
email,google ads,west,mobile,45-54,winter,2024-01-20,69977.0,1178837,36681,36897,7313,3852,15295,2759,3.7,2535554.87,58675.76,2476879.1100000003,4221.3,50.04,282.0
email,google ads,central,mobile,55+,monsoon,2023-01-12,159197.0,1311552,25091,30546,1953,4120,10318,2919,4.4,26268556.12,167763.33,26100792.790000003,15558.1,50.67,149.0
social media,facebook,south,mobile,55+,festive,2023-03-16,35626.0,463046,17711,11452,1368,1140,1710,355,3.7,461212.08,28607.03,432605.0500000001,1512.23,30.19,42.0
social media,instagram,east,mobile,25-34,monsoon,2024-12-27,76351.0,977413,37019,56609,9475,6301,6103,2180,3.1,8709841.96,74119.69,8635722.270000001,11651.05,56.54,355.0
influencer,youtube,north,desktop,55+,festive,2023-12-29,122687.0,2704378,77108,129234,24806,18055,13564,4444,3.6,56634012.72,106589.24,56527423.48,53032.95,47.78,161.0
influencer,facebook,south,tablet,25-34,monsoon,2024-03-08,26708.0,171195,8339,6486,477,739,717,230,4.2,890790.5,23681.82,867108.68,3661.5,60.09,207.0
search,youtube,north,tablet,18-24,winter,2024-03-28,40102.0,228436,4466,6823,886,453,840,119,3.0,767188.31,38109.08,729079.2300000001,1913.14,56.86,166.0
influencer,facebook,east,mobile,35-44,summer,2024-01-17,71162.0,458856,11181,17253,2007,2176,603,214,3.5,938211.12,58714.46,879496.66,1497.92,35.53,297.0
social media,facebook,north,mobile,45-54,summer,2024-01-29,85913.0,1451783,26743,20582,2531,1040,3408,809,2.8,3368586.04,89346.62,3279239.42,3670.24,20.14,62.0
affiliate,linkedin,south,mobile,55+,winter,2024-05-25,145830.0,825166,13770,21107,3234,1528,2226,561,4.7,1002583.73,136048.46,866535.27,636.93,76.72,232.0
influencer,instagram,east,desktop,45-54,winter,2024-08-31,32163.0,607029,9631,14062,796,1401,1752,401,4.2,3768205.7,26530.63,3741675.07,14103.23,79.16,168.0
affiliate,instagram,east,tablet,55+,summer,2024-11-06,40928.0,388847,12318,20445,3612,718,4332,939,3.6,739337.69,33910.9,705426.7899999999,2080.24,59.61,104.0
email,linkedin,east,desktop,55+,festive,2024-02-07,45431.0,1181691,25366,40927,2862,1368,5238,1284,4.5,14854378.21,40496.04,14813882.170000002,36581.06,50.04,49.0
influencer,instagram,south,desktop,45-54,summer,2023-03-16,54821.0,503426,20900,35269,3270,4692,3005,1030,4.7,471472.04,44039.86,427432.18,970.56,58.09,157.0
affiliate,youtube,east,tablet,18-24,winter,2025-11-06,43810.0,752515,24394,40512,8058,3556,7550,2970,3.5,34231860.41,35399.68,34196460.73,96601.04,38.71,245.0
affiliate,facebook,south,mobile,45-54,monsoon,2025-09-10,64396.0,289541,8101,9117,1374,300,1754,600,4.7,3198759.86,60700.7,3138059.16,5169.72,47.23,287.0
social media,linkedin,west,desktop,25-34,winter,2025-04-26,15149.0,106248,4170,3102,286,398,708,120,4.7,1293347.76,16024.7,1277323.06,7970.96,72.74,161.0
search,google ads,north,tablet,45-54,festive,2025-07-28,51726.0,1029417,40506,72522,5867,6754,3609,777,3.8,7285443.57,42176.61,7243266.96,17173.66,74.34,126.0
email,x,north,tablet,55+,winter,2023-07-18,20784.0,135129,1338,931,110,48,315,39,3.0,410336.74,19645.73,390691.01,1988.68,63.89,131.0
influencer,google ads,north,tablet,18-24,festive,2025-06-20,45203.0,525490,14663,13899,1055,1856,3245,921,2.8,14864831.51,42939.87,14821891.64,34517.78,36.08,160.0
affiliate,x,central,desktop,55+,festive,2024-12-03,59107.0,1252620,46828,49929,8003,3715,10159,1817,5.0,9189913.83,47544.4,9142369.43,19229.12,46.37,36.0
affiliate,facebook,south,tablet,35-44,festive,2024-08-12,63275.0,1280118,28255,14612,2053,1588,8974,2611,5.0,3017031.79,58923.33,2958108.46,5020.27,61.8,124.0
search,facebook,east,desktop,55+,festive,2025-01-31,137093.0,3629471,84967,142327,18056,7419,8312,3082,3.8,22703591.61,149768.2,22553823.41,15059.15,48.69,157.0
search,google ads,north,tablet,35-44,summer,2023-12-18,181546.0,1146916,42179,73080,6624,5497,14567,1850,4.7,18712784.69,155620.03,18557164.66,11924.66,39.76,224.0
email,facebook,north,desktop,18-24,monsoon,2025-12-23,55952.0,364761,15045,16229,1970,2191,4193,1592,3.2,14858885.69,51027.4,14807858.29,29019.43,25.15,151.0
email,linkedin,north,tablet,45-54,monsoon,2025-08-11,66610.0,408569,6824,2890,302,235,1741,533,4.0,4307118.38,60161.94,4246956.44,7059.21,65.9,86.0
social media,facebook,central,desktop,18-24,winter,2024-10-12,37089.0,616394,18835,15843,3653,1827,2323,610,3.6,916413.79,40028.25,876385.54,2189.42,78.81,80.0
email,instagram,south,desktop,45-54,festive,2024-04-24,120464.0,2787527,87081,134633,32332,12648,15941,5275,3.6,76536040.6,105469.46,76430571.14,72467.02,58.11,161.0
search,instagram,west,desktop,55+,monsoon,2023-09-20,20370.0,244905,5298,7476,1691,975,1127,129,3.5,1052166.87,18291.27,1033875.6,5652.29,28.75,404.0
influencer,instagram,south,mobile,55+,festive,2023-08-24,36197.0,400495,4813,2972,685,289,1337,160,3.4,1456028.31,36694.75,1419333.56,3867.95,34.29,152.0
influencer,facebook,central,mobile,45-54,summer,2023-05-24,49157.0,562594,19584,25390,4414,2758,3382,792,3.3,4077105.1,41581.91,4035523.19,9705.0,74.4,156.0
influencer,linkedin,south,tablet,25-34,winter,2024-05-13,12026.0,121064,2857,3541,266,337,357,71,3.8,632364.79,9666.83,622697.9600000001,6441.59,48.95,211.0
social media,google ads,central,desktop,18-24,monsoon,2025-09-05,38907.0,290062,6928,6350,891,719,1251,361,4.7,702415.58,38457.74,663957.84,1726.46,23.67,159.0
social media,instagram,east,tablet,45-54,winter,2025-12-07,76799.0,807099,19260,22695,4963,885,2366,549,4.0,3695542.73,66168.78,3629373.95,5485.02,27.82,226.0
social media,youtube,east,tablet,45-54,winter,2024-02-03,34432.0,197088,5933,10131,777,1399,1817,659,3.3,7434097.63,30440.69,7403656.939999999,24321.58,47.37,167.0
email,google ads,central,tablet,45-54,winter,2025-09-11,62544.0,791491,30462,46177,8399,4067,7600,1145,4.5,10516099.0,51956.85,10464142.15,20140.06,54.77,47.0
affiliate,google ads,central,mobile,45-54,winter,2025-09-03,88908.0,1229902,41796,69280,6239,2130,17202,4720,3.6,37046312.97,73205.23,36973107.74,50506.1,48.63,96.0
social media,x,south,mobile,35-44,monsoon,2024-05-15,36894.0,504946,12785,18513,1327,2132,1006,168,4.5,328539.5,36302.59,292236.91000000003,805.0,36.28,173.0
affiliate,facebook,east,mobile,45-54,summer,2024-04-13,32498.0,441244,12205,8873,2123,588,414,24,3.1,143041.24,34660.27,108380.97,312.7,70.73,274.0
influencer,google ads,south,mobile,25-34,summer,2024-07-11,35658.0,521983,19881,20622,3149,2312,7122,995,4.0,8061904.32,34248.05,8027656.27,23439.75,32.54,210.0
social media,x,central,desktop,45-54,monsoon,2024-04-18,103668.0,1250913,42534,42923,2240,2351,3736,645,4.1,5226795.11,112507.58,5114287.53,4545.73,31.43,82.0
influencer,google ads,north,tablet,25-34,winter,2023-03-01,32272.0,465407,19543,25213,5121,2580,5742,590,4.0,2027088.36,28656.41,1998431.95,6973.77,69.07,277.0
email,linkedin,north,mobile,18-24,monsoon,2024-01-21,72245.0,670150,4771,7486,691,460,309,97,4.9,874853.8,62199.8,812654.0,1306.52,37.74,165.0
search,google ads,west,tablet,35-44,summer,2024-03-17,74059.0,838359,30755,29248,2156,1771,7318,2954,4.4,18871090.79,66336.14,18804754.65,28347.68,78.44,94.0
influencer,instagram,central,mobile,35-44,winter,2023-03-14,85347.0,1623683,27291,25554,5628,1853,6317,1659,3.9,18755711.6,89981.44,18665730.16,20743.98,75.39,185.0
email,google ads,north,tablet,25-34,festive,2025-05-16,23169.0,276533,7501,11114,2105,1413,1688,552,3.1,2777964.85,19136.21,2758828.64,14416.8,59.27,82.0
influencer,linkedin,south,tablet,25-34,summer,2024-02-12,26927.0,383425,9655,8929,860,1082,2263,144,3.9,403526.49,29086.82,374439.67,1287.32,37.05,114.0
affiliate,facebook,north,desktop,35-44,festive,2024-05-09,90569.0,715076,10327,8884,1637,695,912,145,3.5,1360181.0,99274.26,1260906.74,1270.12,21.47,210.0
affiliate,google ads,north,desktop,25-34,summer,2025-10-02,62259.0,728564,6650,5258,571,734,1930,421,3.8,323869.64,60429.69,263439.95,435.94,36.66,131.0
search,youtube,central,tablet,35-44,winter,2024-05-08,45379.0,250470,9679,12084,2280,558,3132,1091,4.0,5430105.59,44845.97,5385259.62,12008.35,40.18,138.0
affiliate,instagram,central,desktop,25-34,monsoon,2023-12-29,30301.0,442855,13277,19633,3172,1711,4677,1826,3.5,16754454.1,30570.86,16723883.24,54705.31,54.31,92.0
email,youtube,west,mobile,18-24,winter,2025-01-14,185321.0,2004679,68162,96381,8152,13951,9769,1862,4.5,11110728.84,180291.99,10930436.85,6062.63,67.75,116.0
email,linkedin,east,mobile,25-34,winter,2024-07-02,33897.0,402223,5128,3841,451,295,442,49,3.1,126524.62,35062.75,91461.87,260.85,49.1,194.0
email,linkedin,south,tablet,25-34,winter,2024-04-15,40401.0,569550,20475,31069,3143,2392,1437,90,3.6,612716.45,41760.86,570955.59,1367.2,54.96,48.0
social media,google ads,west,mobile,45-54,monsoon,2023-04-10,63501.0,719651,8667,4101,345,293,1220,409,4.2,3355727.78,60956.83,3294770.95,5405.09,79.04,190.0
search,linkedin,south,mobile,55+,festive,2025-01-23,121006.0,2056107,46812,63245,15580,7006,8463,2531,4.0,20270512.07,130652.11,20139859.96,15414.88,29.44,302.0
influencer,youtube,north,desktop,35-44,summer,2024-10-19,118246.0,710144,15233,12299,2694,657,2504,632,4.5,2349005.15,122611.78,2226393.37,1815.81,56.65,125.0
search,google ads,north,desktop,45-54,monsoon,2023-07-15,50630.0,299135,6576,2805,388,226,799,175,4.1,487860.53,52776.28,435084.25,824.39,78.43,141.0
influencer,youtube,west,mobile,55+,monsoon,2023-06-03,87832.0,964529,17032,16993,3192,1550,1683,448,4.0,1550930.49,92172.95,1458757.54,1582.63,54.03,88.0
influencer,youtube,south,tablet,45-54,winter,2025-05-22,98135.0,1670321,37641,54383,8278,6771,6258,2343,4.7,11806947.35,89428.81,11717518.54,13102.62,31.65,75.0
social media,instagram,central,mobile,45-54,monsoon,2023-05-26,41360.0,289636,11203,6002,1215,836,1046,394,3.5,3151825.14,40090.57,3111734.5700000003,7761.76,47.33,171.0
affiliate,google ads,west,desktop,18-24,winter,2025-05-30,72160.0,368984,11659,19259,2389,2534,1053,304,2.8,1484456.5,63672.54,1420783.96,2231.39,35.12,198.0
search,facebook,central,mobile,25-34,summer,2023-03-30,217448.0,2298031,47673,84305,16522,8599,12121,722,4.2,2610450.02,179550.1,2430899.92,1353.88,68.91,392.0
affiliate,linkedin,central,tablet,35-44,monsoon,2024-08-26,45498.0,281410,11215,15300,3567,1719,2335,475,4.3,3140837.32,41703.75,3099133.57,7431.31,70.61,116.0
affiliate,google ads,east,desktop,45-54,monsoon,2024-09-02,38769.0,562240,7896,7016,908,627,1156,279,3.3,1782336.53,37559.36,1744777.17,4645.39,75.2,154.0
social media,google ads,north,mobile,45-54,festive,2023-02-18,87250.0,977184,10948,7934,443,1169,4247,1412,3.3,5000326.55,81230.75,4919095.8,6055.71,77.35,113.0
search,x,south,tablet,25-34,monsoon,2024-01-14,86838.0,683720,16447,6593,801,414,825,66,4.3,594425.17,72691.63,521733.54,717.74,79.03,30.0
search,facebook,central,mobile,45-54,monsoon,2023-01-09,34155.0,264033,4989,3414,290,422,1496,265,4.3,620954.39,31418.13,589536.26,1876.42,68.13,168.0
influencer,instagram,west,desktop,35-44,festive,2024-01-03,33184.0,955745,25314,28359,5354,2208,3585,1235,3.3,11496218.48,34859.42,11461359.06,32878.8,23.02,386.0
search,google ads,south,mobile,35-44,winter,2024-02-08,52758.0,829220,41860,37069,8503,2749,4914,939,4.1,5209293.65,52558.93,5156734.720000001,9811.34,30.89,428.0
email,google ads,west,mobile,25-34,monsoon,2024-12-30,136207.0,608438,19481,34106,5395,2674,6833,2201,3.4,12182179.84,134108.99,12048070.85,8983.79,73.51,167.0
affiliate,facebook,central,mobile,35-44,summer,2025-05-09,47704.0,525394,10464,9619,1214,1148,2231,852,3.9,5627214.99,39486.3,5587728.69,14151.06,36.01,463.0
social media,facebook,south,desktop,18-24,winter,2024-12-27,85420.0,1007244,23521,41406,6226,3935,4404,843,3.4,8161854.8,87251.57,8074603.229999999,9254.39,25.11,67.0
search,x,north,mobile,45-54,winter,2024-05-03,21291.0,193719,6460,3475,488,386,500,62,4.4,233102.3,18829.43,214272.87,1137.97,50.04,381.0
email,youtube,south,desktop,18-24,summer,2025-11-21,31428.0,465159,17580,13437,2668,1666,6849,2120,2.9,21210046.44,26341.45,21183704.99,80419.66,35.17,130.0
influencer,facebook,north,desktop,18-24,summer,2025-09-21,31080.0,291774,9831,12808,2563,1083,972,172,4.2,650349.88,27060.56,623289.32,2303.31,29.25,257.0
influencer,youtube,east,mobile,25-34,winter,2023-10-15,80047.0,644632,16357,12809,1484,1798,2535,504,4.1,2202471.02,79103.41,2123367.61,2684.29,39.9,89.0
email,instagram,east,tablet,18-24,winter,2025-05-17,112330.0,617886,21117,20202,3169,728,5142,1161,3.6,10136262.77,123145.58,10013117.19,8131.12,48.1,366.0
social media,x,north,mobile,55+,monsoon,2025-01-14,90301.0,1382682,29900,20116,3791,2624,4331,341,4.3,1812012.93,73884.17,1738128.76,2352.5,25.96,277.0
influencer,facebook,north,mobile,25-34,winter,2024-07-08,21536.0,300922,5707,8257,1762,389,215,62,3.9,142148.04,20462.43,121685.61000000002,594.68,58.82,305.0
influencer,instagram,east,tablet,45-54,festive,2024-09-12,48456.0,1003429,36014,57480,10544,3339,1954,385,3.6,3963237.29,49012.95,3914224.34,7986.1,52.9,149.0
search,google ads,north,mobile,18-24,summer,2023-09-01,68389.0,989358,34878,58726,13973,4561,5523,2101,4.6,17977681.16,59745.34,17917935.82,29990.52,23.64,124.0
influencer,facebook,south,tablet,25-34,monsoon,2025-06-18,69538.0,330247,5821,9559,553,1371,1781,589,2.5,1163361.82,67551.28,1095810.54,1622.19,25.71,79.0
search,youtube,central,mobile,35-44,summer,2024-04-30,115906.0,1277996,27049,12026,2100,526,8535,3814,4.0,17386300.52,93340.48,17292960.04,18526.75,49.51,161.0
social media,youtube,east,tablet,25-34,monsoon,2023-11-27,102626.0,1600188,73776,41030,4875,5433,8514,2256,4.9,5790778.32,100282.34,5690495.98,5674.47,50.04,144.0
search,x,central,mobile,35-44,monsoon,2024-05-24,65898.0,521268,17490,19868,2147,2586,2726,566,4.1,2100317.47,65384.16,2034933.3100000003,3112.27,44.9,110.0
influencer,facebook,east,mobile,35-44,winter,2023-11-13,92236.0,1724468,56001,61598,13633,9074,8126,750,4.0,8259739.91,84650.93,8175088.98,9657.41,36.5,161.0
influencer,youtube,west,tablet,55+,winter,2024-11-23,25662.0,235922,2216,3722,372,486,322,67,2.9,422923.44,22642.5,400280.94,1767.83,56.22,152.0
social media,youtube,east,mobile,18-24,summer,2024-10-17,38291.0,301799,9099,4370,997,541,860,181,3.1,1563293.42,35978.18,1527315.24,4245.12,32.89,134.0
influencer,instagram,north,desktop,25-34,festive,2024-07-01,91268.0,1671374,33316,17252,1798,924,11269,3334,3.5,18978050.1,76428.62,18901621.48,24731.08,47.18,313.0
social media,instagram,west,desktop,35-44,festive,2024-02-26,26541.0,680361,17205,23528,3266,1304,1334,531,4.6,6130045.54,22543.68,6107501.86,27091.86,42.3,153.0
email,google ads,east,mobile,45-54,winter,2023-07-04,36630.0,597222,16151,15280,2816,1791,842,273,3.0,1173065.31,33190.11,1139875.2,3434.38,46.03,85.0
search,google ads,north,desktop,45-54,monsoon,2025-05-24,242608.0,1188668,44151,67806,5760,9389,11053,3746,3.9,23462274.24,241450.73,23220823.51,9617.21,48.45,266.0
social media,facebook,south,tablet,55+,summer,2025-05-28,31332.0,282316,11927,12379,2675,779,827,225,3.8,2379471.09,33735.64,2345735.45,6953.29,45.77,225.0
social media,instagram,north,desktop,18-24,winter,2025-03-09,22253.0,178696,2626,2868,307,374,295,33,3.9,345359.27,21095.57,324263.7,1537.12,73.35,231.0
email,google ads,central,tablet,35-44,winter,2023-05-03,94570.0,1784410,27358,27811,1582,1524,10122,1177,3.9,8181499.34,77219.98,8104279.359999999,10495.05,54.3,42.0
search,youtube,north,desktop,55+,winter,2023-01-08,34728.0,666784,15422,8638,1376,971,2800,619,4.9,3661442.92,28763.67,3632679.25,12629.4,31.4,78.0
social media,facebook,north,mobile,18-24,winter,2024-07-28,50807.0,363958,4992,4042,498,547,1282,300,4.5,3071402.48,44760.4,3026642.08,6761.87,48.53,270.0
influencer,linkedin,central,tablet,35-44,festive,2024-06-10,48730.0,1261014,42176,26319,5074,1224,7468,1653,4.2,16546454.68,39194.81,16507259.87,42115.93,48.6,94.0
affiliate,google ads,west,mobile,35-44,festive,2023-02-22,10713.0,247325,6377,3372,513,358,484,96,3.5,102592.45,11662.91,90929.54,779.65,65.66,156.0
social media,google ads,north,desktop,55+,winter,2024-02-14,32792.0,379503,12937,14163,3281,2009,2016,556,3.9,1142148.82,30488.84,1111659.98,3646.12,60.65,335.0
email,facebook,west,desktop,55+,monsoon,2024-11-25,86801.0,588838,14752,12469,1848,602,542,50,3.4,367420.73,84043.9,283376.83,337.18,79.41,17.0
influencer,x,north,desktop,18-24,festive,2025-11-03,18423.0,382901,8641,10047,584,315,396,101,3.5,1814022.0,15361.17,1798660.83,11709.14,38.17,72.0
social media,google ads,west,desktop,55+,monsoon,2025-04-12,93134.0,1416343,7687,13607,2145,709,1096,417,3.3,435810.0,93289.3,342520.7,367.16,43.44,152.0
search,google ads,east,desktop,45-54,festive,2023-08-15,105280.0,2404777,87039,108971,10314,14643,7691,2958,2.6,22071453.97,111051.52,21960402.45,19774.97,36.03,280.0
social media,google ads,south,tablet,35-44,summer,2024-08-26,82921.0,1490370,31538,14541,2387,2061,8545,3360,4.1,32009498.95,86210.16,31923288.79,37029.61,36.8,32.0
social media,instagram,east,tablet,35-44,festive,2025-08-30,210002.0,4516287,84706,88625,13044,12885,4067,1601,3.9,13393353.58,198092.06,13195261.52,6661.18,28.59,345.0
email,google ads,north,tablet,25-34,summer,2025-04-22,72850.0,545176,21722,11833,860,581,6498,2895,2.7,29492895.97,78120.87,29414775.1,37652.9,25.38,375.0
search,x,east,tablet,45-54,winter,2024-10-25,140352.0,1242129,22579,20953,2209,1969,1473,393,4.2,601713.9,113663.06,488050.84,429.38,46.83,126.0
email,instagram,west,mobile,35-44,summer,2024-11-26,68412.0,1142370,21359,22852,3041,1894,4757,775,3.8,7456632.12,58313.89,7398318.23,12687.06,61.88,142.0
influencer,youtube,south,tablet,25-34,monsoon,2024-02-19,23850.0,381348,13114,15046,2694,1535,1284,433,4.0,2241877.67,19643.12,2222234.55,11313.04,72.04,47.0
search,linkedin,north,mobile,35-44,winter,2024-11-26,298310.0,4836212,251317,329495,73778,16435,49030,13194,3.3,114585862.58,325486.34,114260376.24,35104.51,49.23,333.0
search,x,south,desktop,18-24,summer,2024-11-13,29642.0,447463,10024,15793,1693,2284,971,93,3.4,295443.41,27216.73,268226.68,985.52,30.36,120.0
social media,linkedin,north,tablet,35-44,summer,2023-04-03,118504.0,2094968,51795,49978,11996,2473,7550,385,4.5,853863.33,125680.88,728182.45,579.39,61.36,301.0
search,youtube,north,mobile,35-44,summer,2023-03-13,42182.0,681920,17113,14514,2929,1151,2367,338,4.2,2987395.33,41414.85,2945980.48,7113.34,74.89,392.0
search,facebook,east,tablet,45-54,monsoon,2023-10-20,59903.0,559991,7367,8584,1970,289,1273,243,3.9,827196.78,55716.29,771480.49,1384.66,76.14,76.0
affiliate,linkedin,west,mobile,25-34,festive,2023-09-13,54056.0,1417088,28386,34046,1935,3396,6743,386,4.4,2755334.17,43292.27,2712041.9,6264.49,56.18,217.0
social media,x,north,tablet,45-54,summer,2025-10-26,11589.0,154392,2193,2931,204,216,232,49,4.1,227560.12,10796.38,216763.74,2007.74,50.04,175.0
search,x,south,desktop,45-54,monsoon,2025-10-15,98994.0,483620,16089,13824,2162,732,1762,258,3.0,1331622.25,81519.68,1250102.57,1533.5,46.62,89.0
search,facebook,west,tablet,35-44,monsoon,2023-04-29,167596.0,1127638,2255,2051,246,151,386,97,4.9,324462.3,169098.59,155363.71,91.88,64.65,376.0
search,linkedin,central,desktop,55+,festive,2024-05-05,90537.0,2038397,64601,71181,14753,6983,8956,1868,3.7,9020991.14,76943.87,8944047.270000001,11624.12,76.55,118.0
affiliate,youtube,west,desktop,18-24,winter,2023-06-07,58301.0,304376,4414,4113,415,308,828,287,4.7,158901.02,55939.26,102961.75999999998,184.06,43.35,312.0
social media,x,east,tablet,55+,festive,2025-05-08,16905.0,293645,6814,9969,1618,1142,170,36,3.9,535886.34,15020.37,520865.97,3467.73,61.78,204.0
email,x,west,tablet,55+,monsoon,2024-05-21,369645.0,3074363,90184,76049,13653,4178,18785,2942,4.0,10684456.17,339713.88,10344742.29,3045.13,38.98,161.0
affiliate,youtube,central,tablet,18-24,festive,2024-06-02,97621.0,1058317,20296,18795,1335,1498,6414,1331,4.0,14497859.79,98863.03,14398996.76,14564.59,47.48,283.0
search,youtube,east,mobile,35-44,summer,2025-03-26,45246.0,511880,6538,4932,870,674,984,399,4.2,4092895.52,43758.19,4049137.33,9253.44,20.33,229.0
search,linkedin,south,mobile,25-34,summer,2024-05-23,95660.0,1399913,47046,34284,6056,1043,6937,847,4.3,7447086.25,103160.23,7343926.02,7118.95,21.01,334.0
search,instagram,south,mobile,45-54,winter,2025-06-01,43823.0,326327,5231,4549,672,502,1838,566,4.9,6020006.5,41041.53,5978964.97,14568.08,47.9,250.0
